year,issue_d_time,final_d_time,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,purpose,interest_payments,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
2013,153,306,3.0,MORTGAGE,Low,85000,1,30000,60months,debt_consolidation,High,1,24.89,F,21.16,21186,5522.65,5380,878.61,munster
2010,1341,975,10.0,MORTGAGE,Low,75996,1,15000,36months,other,Low,0,10.62,B,19.67,17579,15000.0,0,488.4,leinster
2011,762,1095,8.0,MORTGAGE,Low,50000,1,10000,36months,credit_card,Low,0,6.62,A,13.42,10606,10000.0,0,307.04,Northern-Irl
2013,61,0,7.0,MORTGAGE,Low,65000,1,20000,36months,debt_consolidation,Low,0,7.9,A,23.87,16271,13962.84,0,625.81,munster
2013,153,0,10.0,OWN,Low,40000,1,14000,60months,debt_consolidation,High,0,16.78,C,20.37,10034,5333.91,0,346.29,leinster
2013,61,306,8.0,MORTGAGE,Low,75000,1,17000,36months,credit_card,Low,1,9.67,B,27.31,7005,5259.62,0,545.92,munster
2013,61,487,8.0,RENT,Low,50000,1,6000,36months,debt_consolidation,Low,0,11.99,B,24.72,6372867972,6000.0,0,199.26,munster
2011,1037,699,3.0,OWN,Low,12582,1,4950,60months,car,High,0,16.4,E,10.49,6764,4950.0,0,121.43,Northern-Irl
2013,31,0,2.0,MORTGAGE,Low,43000,1,5000,36months,debt_consolidation,Low,0,11.99,B,14.49,4151,3278.46,0,166.05,munster
2013,122,0,8.0,MORTGAGE,Low,85000,1,1200,36months,other,High,0,17.56,D,12.68,1207,876.75,0,43.12,leinster
2013,153,457,4.0,MORTGAGE,Low,39000,1,12000,36months,debt_consolidation,High,0,17.56,D,6.31,1410472191,12000.0,0,431.19,leinster
2013,92,31,7.0,OWN,Low,30000,1,2700,36months,debt_consolidation,Low,0,12.99,B,21.12,2365,1842.18,0,90.97,Northern-Irl
2013,122,31,10.0,MORTGAGE,Low,90000,1,17475,36months,debt_consolidation,Low,0,10.64,B,23.11,2029791002,17475.0,0,569.14,cannught
2013,31,31,0.5,RENT,Low,40000,1,10400,60months,debt_consolidation,High,0,24.5,F,5.01,7253,2748.42,0,302.22,munster
2013,31,0,9.0,MORTGAGE,Low,100000,1,35000,60months,credit_card,High,0,17.76,D,6.61,22103,10980.61,0,884.21,ulster
2013,153,0,3.0,MORTGAGE,Low,57000,1,22000,60months,home_improvement,High,0,15.88,C,13.76,15464,8498.99,0,533.6,cannught
2011,1006,610,3.0,OWN,Low,26400,1,3000,36months,other,High,0,14.54,D,10.18,371880497,3000.0,0,103.33,ulster
2010,1310,944,2.0,OWN,Low,9900,1,2500,36months,debt_consolidation,Low,0,7.14,A,19.76,2784,2500.0,0,77.36,cannught
2013,122,334,1.0,MORTGAGE,Medium,110000,2,7000,36months,home_improvement,Low,0,7.62,A,9.69,7566,7000.0,0,218.13,leinster
2013,31,0,10.0,MORTGAGE,Medium,105000,2,20000,36months,debt_consolidation,High,0,16.24,C,28.04,16932,12233.99,0,705.52,Northern-Irl
2013,92,31,1.0,RENT,Medium,150000,2,24000,36months,debt_consolidation,High,0,13.67,B,12.53,21227,16325.08,0,816.43,leinster
2010,1127,1370,3.0,RENT,Low,88000,1,9700,36months,debt_consolidation,High,0,14.09,D,9.52,11123,9700.0,0,331.95,ulster
2013,153,184,3.0,RENT,Low,63000,1,16000,36months,debt_consolidation,Low,0,9.71,B,8.08,17851,16000.0,0,514.1,ulster
2013,31,426,0.5,MORTGAGE,Low,37960,1,16950,60months,house,High,1,25.89,G,11.67,7347,1551.7,2283,506.39,ulster
2013,31,334,10.0,MORTGAGE,Low,67000,1,5000,36months,debt_consolidation,High,0,14.98,C,11.82,5740000000,5000.0,0,173.28,ulster
2013,31,245,9.0,MORTGAGE,Low,66500,1,17000,36months,credit_card,High,0,14.47,C,15.76,19727,16999.98,0,584.91,cannught
2013,92,0,2.0,MORTGAGE,Low,75000,1,1500,36months,other,High,0,19.52,D,6.53,1495,1039.85,0,55.38,cannught
2010,1157,1401,5.0,MORTGAGE,Low,69000,1,9000,36months,credit_card,High,1,13.72,C,13.58,5088,3547.89,190,306.38,ulster
2009,1522,1340,8.0,OWN,Low,78000,1,4000,36months,major_purchase,Low,0,7.74,A,7.17,4473,4000.0,0,124.88,leinster
2009,1645,2132,0.5,MORTGAGE,Low,30000,1,4750,36months,house,Low,1,9.63,A,12.52,472,330.16,0,152.45,munster
2013,61,122,2.0,OWN,Medium,155000,2,35000,36months,debt_consolidation,Low,0,11.99,B,15.56,40762,35000.0,0,1162.34,munster
2011,823,944,1.0,MORTGAGE,Low,29232,1,11000,36months,home_improvement,Low,1,11.71,B,21.02,4785,2498.04,488,363.84,leinster
2013,61,396,2.0,RENT,Low,46000,1,10800,36months,debt_consolidation,High,0,15.1,C,17.87,1232092942,10800.0,0,374.92,ulster
2013,92,0,4.0,RENT,Low,38000,1,6000,36months,debt_consolidation,High,0,14.3,C,16.97,5561,4252.59,0,205.95,cannught
2013,31,0,2.0,MORTGAGE,Low,40000,1,1800,36months,home_improvement,High,0,17.57,D,28.59,1555,1092.86,0,64.69,leinster
2013,153,640,10.0,MORTGAGE,Medium,165000,2,20000,36months,debt_consolidation,Low,0,8.9,A,10.25,21084,20000.0,0,635.07,cannught
2010,1402,2010,1.0,RENT,Medium,180000,2,20000,36months,credit_card,High,0,14.22,C,22.93,20915,20000.0,0,685.69,ulster
2013,92,31,10.0,MORTGAGE,Low,90000,1,20000,36months,credit_card,Low,0,11.99,B,16.42,17269,13708.96,0,664.2,Northern-Irl
2010,1157,1279,0.5,MORTGAGE,Medium,120000,2,19200,60months,credit_card,High,1,17.06,E,15.66,7302,3584.88,14,365.19,cannught
2013,122,122,10.0,MORTGAGE,Medium,170000,2,30000,60months,debt_consolidation,High,0,25.8,G,8.37,4385695215,30000.0,0,894.67,Northern-Irl
2013,61,122,10.0,RENT,Low,43700,1,15000,36months,debt_consolidation,Low,1,8.9,A,28.37,10476,8686.69,0,476.3,leinster
2011,823,730,9.0,MORTGAGE,Low,70000,1,14000,60months,debt_consolidation,Low,1,7.9,A,20.31,9981,5610.83,2354,283.2,Northern-Irl
2013,153,0,7.0,RENT,Low,48000,1,1000,36months,other,High,0,13.68,C,16.48,987,772.48,0,34.03,ulster
2011,1065,914,3.0,RENT,Low,47000,1,6000,36months,debt_consolidation,Low,0,7.66,A,24.61,6690,6000.0,0,187.08,Northern-Irl
2011,976,579,3.0,MORTGAGE,Medium,130000,2,24000,36months,debt_consolidation,Low,0,10.99,B,16.83,2830366428,24000.0,0,785.62,cannught
2013,61,365,5.0,RENT,Low,98000,1,21000,36months,credit_card,Low,0,11.99,B,11.28,23300000000,21000.0,0,697.41,ulster
2013,92,31,2.0,MORTGAGE,Medium,115000,2,24000,60months,debt_consolidation,Low,0,9.25,A,19.5,13027,9060.97,0,501.12,munster
2011,762,549,4.0,MORTGAGE,Low,45000,1,10400,36months,debt_consolidation,High,0,14.27,C,21.87,12800000000,10400.0,0,356.82,cannught
2013,92,0,10.0,OWN,Low,45000,1,12800,60months,debt_consolidation,High,0,15.1,C,9.01,8239,4599.67,0,305.19,Northern-Irl
2009,1736,1645,3.0,MORTGAGE,Medium,117500,2,17500,36months,car,Low,0,7.37,A,8.61,19407,17500.0,0,543.3,Northern-Irl
2010,1371,1248,10.0,RENT,Low,35000,1,10000,36months,debt_consolidation,High,0,13.48,C,8.54,12072,10000.0,0,339.25,Northern-Irl
2011,792,0,10.0,MORTGAGE,Low,54000,1,10600,60months,credit_card,High,0,14.27,C,28.78,12135,8042.45,0,248.13,Northern-Irl
2011,976,914,10.0,MORTGAGE,Medium,168000,2,35000,60months,home_improvement,High,0,17.99,E,6.39,34933,26225.0,0,665.8,Northern-Irl
2011,1065,1492,0.5,MORTGAGE,Low,30000,1,7000,36months,debt_consolidation,Low,0,7.29,A,11.16,7376,6999.99,0,217.07,cannught
2010,1461,1064,10.0,RENT,Low,48000,1,9800,36months,debt_consolidation,Low,0,7.88,A,7.95,11035,9800.0,0,306.55,ulster
2013,31,0,0.5,MORTGAGE,Low,70000,1,10000,36months,debt_consolidation,Low,0,10.99,B,10.17,7856,6296.1,0,327.34,cannught
2013,122,61,0.5,RENT,Low,55000,1,16825,60months,debt_consolidation,High,1,23.1,E,21.67,11882,4803.17,0,475.28,Northern-Irl
2011,823,275,6.0,RENT,Low,75000,1,12000,60months,debt_consolidation,High,0,14.65,C,6.35,16300000000,12000.0,0,283.28,Northern-Irl
2010,1218,1492,9.0,RENT,Low,75000,1,25000,36months,house,Low,0,10.38,B,3.78,26614,25000.03,0,811.15,Northern-Irl
2009,1522,1795,1.0,RENT,Low,74000,1,3500,36months,other,Low,0,12.87,C,9.34,3969,3500.0,0,117.72,ulster
2013,92,365,10.0,MORTGAGE,Low,86180,1,24250,60months,credit_card,Low,0,9.25,A,25.19,2690365527,24250.0,0,506.34,Northern-Irl
2013,31,396,7.0,MORTGAGE,High,225000,3,35000,36months,debt_consolidation,High,0,13.53,B,15.6,388305244,35000.0,0,1188.25,ulster
2013,92,0,10.0,RENT,Low,50000,1,22250,60months,debt_consolidation,High,1,19.52,D,12.07,15167,6838.59,0,583.57,munster
2013,31,31,4.0,MORTGAGE,Low,45000,1,17000,36months,credit_card,Low,0,12.85,B,22.91,13717,10595.3,0,571.57,leinster
2010,1402,1005,9.0,MORTGAGE,Low,68000,1,3000,36months,other,Low,0,12.73,C,19.22,3624,3000.0,0,100.7,ulster
2013,122,671,4.0,MORTGAGE,Low,74460,1,33425,60months,house,High,0,17.56,D,9.64,3448255669,33425.0,0,840.8,Northern-Irl
2013,61,0,3.0,RENT,Low,40000,1,10000,36months,credit_card,Low,0,8.9,A,5.25,7941,6657.92,0,317.54,leinster
2010,1188,61,0.5,MORTGAGE,Low,64488,1,9000,60months,home_improvement,Low,0,7.88,A,8.86,1091815001,9000.0,0,181.98,leinster
2010,1461,1064,0.5,MORTGAGE,Low,50000,1,10000,36months,other,Low,0,7.74,A,0.86,11239,10000.0,0,312.19,Northern-Irl
2013,61,426,0.5,RENT,Low,30000,1,7000,36months,debt_consolidation,Low,0,10.99,B,13.4,7665675558,7000.0,0,229.14,Northern-Irl
2011,762,914,2.0,RENT,Low,30000,1,8000,36months,debt_consolidation,Low,0,12.42,B,13.28,9225,8000.0,0,267.33,Northern-Irl
2011,884,0,10.0,MORTGAGE,Low,100000,1,30000,60months,debt_consolidation,High,0,18.39,E,10.75,4577565993,30000.0,0,768.19,ulster
2013,122,31,5.0,MORTGAGE,Low,52000,1,6000,36months,home_improvement,High,0,16.2,C,30.74,5711,4218.58,0,211.54,leinster
2013,92,31,2.0,MORTGAGE,Medium,165000,2,21000,36months,debt_consolidation,Low,0,11.99,B,9.06,18132,14394.33,0,697.41,leinster
2013,122,31,3.0,MORTGAGE,Low,35000,1,11000,60months,home_improvement,High,0,23.1,E,17.14,8405,3459.03,0,310.73,leinster
2013,31,31,7.0,MORTGAGE,Low,95000,1,9600,36months,credit_card,High,0,14.47,C,4.61,7927,5930.54,0,330.31,ulster
2013,31,122,0.5,MORTGAGE,Low,60000,1,18725,60months,credit_card,High,1,17.57,D,15.66,10696,3518.5,2687,471.13,ulster
2013,92,730,10.0,MORTGAGE,Low,55000,1,24250,60months,debt_consolidation,High,0,16.2,C,21.91,25222,24250.0,0,592.3,cannught
2013,61,0,5.0,RENT,Low,50000,1,8000,36months,debt_consolidation,Low,0,7.62,A,12.31,6478,5589.53,0,249.3,munster
2013,61,31,10.0,MORTGAGE,Medium,150000,2,16000,36months,debt_consolidation,Low,0,9.67,B,15.06,12844,10611.29,0,513.8,munster
2011,792,396,6.05,MORTGAGE,Low,45600,1,5000,36months,debt_consolidation,Low,0,7.9,A,17.16,5631690323,5000.0,0,156.46,ulster
2013,122,549,1.0,RENT,Low,38000,1,10000,36months,debt_consolidation,High,0,18.25,D,16.43,1137029027,10000.0,0,362.78,leinster
2011,853,457,2.0,RENT,Low,79000,1,9975,36months,debt_consolidation,High,0,16.29,D,23.79,126726025,9975.0,0,352.13,ulster
2011,945,1156,4.0,RENT,Low,87500,1,6000,36months,debt_consolidation,Low,0,11.99,B,22.27,6820,5999.98,0,199.26,ulster
2013,31,31,7.0,MORTGAGE,Low,91000,1,16000,60months,debt_consolidation,Low,0,11.99,B,14.15,8539,5284.75,0,355.84,leinster
2013,61,365,1.0,OWN,Low,62000,1,15000,36months,home_improvement,Low,0,7.62,A,7.1,1614182931,15000.0,0,467.43,ulster
2010,1127,518,5.0,MORTGAGE,Medium,115000,2,24000,60months,home_improvement,Low,0,9.99,B,6.44,2997003742,24000.0,0,509.82,munster
2013,153,31,10.0,RENT,Low,45000,1,10000,36months,major_purchase,High,0,15.22,C,18.37,9746,7365.16,0,347.74,leinster
2013,31,0,5.0,OWN,Low,30000,1,8325,36months,credit_card,High,0,14.3,C,11.96,7144,5395.46,0,285.75,ulster
2013,92,31,9.0,MORTGAGE,Low,96200,1,19500,36months,debt_consolidation,Low,0,6.03,A,27.29,2122430001,19500.0,0,593.5,ulster
2013,153,0,3.0,OWN,Low,30000,1,10075,36months,debt_consolidation,High,0,14.33,C,17.16,9683,7447.91,0,345.96,Northern-Irl
2011,884,1126,6.05,MORTGAGE,Low,57120,1,25000,36months,credit_card,Low,0,10.99,B,15.29,27983,25000.01,0,818.35,ulster
2013,61,0,0.5,RENT,Low,65000,1,20000,60months,debt_consolidation,High,0,20.2,D,22.88,13835,6309.7,0,532.11,Northern-Irl
2013,61,457,6.05,MORTGAGE,Low,44000,1,10625,36months,debt_consolidation,High,1,15.61,C,22.12,4084,2737.99,0,371.51,leinster
2013,122,122,10.0,MORTGAGE,Low,85000,1,4000,36months,home_improvement,High,1,13.68,C,7.95,3266,2481.74,0,136.09,Northern-Irl
2013,31,0,5.0,RENT,Low,74500,1,8000,36months,credit_card,High,0,14.47,C,12.78,6606,4942.18,0,275.26,munster
2013,122,0,7.0,MORTGAGE,Low,42119,1,12000,60months,debt_consolidation,High,0,15.88,C,21.65,8149,4447.26,0,291.06,leinster
2011,1065,730,5.0,RENT,Low,65000,1,10000,36months,debt_consolidation,High,0,15.65,D,4.91,12584,10000.0,0,349.85,Northern-Irl
2013,61,0,6.05,MORTGAGE,Low,50000,1,12000,36months,debt_consolidation,Low,0,12.99,B,27.84,10508,8187.11,0,404.27,leinster
2013,122,457,10.0,MORTGAGE,Low,64000,1,12000,36months,debt_consolidation,High,0,15.22,C,17.63,1370324225,12000.0,0,417.28,cannught
2013,31,610,0.5,RENT,Low,75000,1,12000,36months,credit_card,Low,1,7.9,A,10.78,1876,1501.04,0,375.49,Northern-Irl
2013,153,0,7.0,MORTGAGE,Medium,113000,2,12000,36months,debt_consolidation,High,0,13.68,C,11.83,11839,9267.81,0,408.27,Northern-Irl
2011,1006,610,2.0,MORTGAGE,Low,96000,1,4200,36months,car,Low,0,10.74,B,24.93,4929517317,4200.0,0,136.99,leinster
2013,61,0,6.05,RENT,Low,85000,1,17000,36months,credit_card,Low,0,9.67,B,29.41,14192,11773.87,0,545.92,cannught
2013,122,0,10.0,RENT,Low,80000,1,24000,36months,debt_consolidation,High,0,18.85,D,16.32,24589,17447.78,0,877.93,leinster
2013,92,245,10.0,RENT,Low,56000,1,6500,36months,other,High,0,15.61,C,16.8,7651,6500.0,0,227.28,ulster
2013,153,122,10.0,RENT,Low,40000,1,10500,36months,debt_consolidation,High,1,19.52,D,11.97,9692,6624.42,0,387.66,leinster
2013,61,426,2.0,MORTGAGE,Low,50000,1,20000,60months,debt_consolidation,High,0,17.1,C,9.67,2320798556,20000.0,0,498.13,ulster
2010,1280,1217,7.0,RENT,Low,26400,1,4200,36months,other,Low,0,11.12,B,22.14,4874,4200.01,0,137.75,cannught
2013,92,0,4.0,MORTGAGE,Medium,157000,2,21000,36months,debt_consolidation,Low,0,7.9,A,21.16,17082,14659.13,0,657.1,leinster
2011,823,457,6.05,MORTGAGE,Low,61200,1,8000,36months,other,Low,0,6.62,A,15.73,8841451611,8000.0,0,245.63,leinster
2013,92,0,3.0,RENT,Low,75000,1,30000,36months,debt_consolidation,High,0,13.67,B,21.85,27554,21317.15,0,1020.53,leinster
2009,1826,1948,10.0,RENT,Low,65004,1,6000,36months,debt_consolidation,Low,0,7.68,A,8.4,6578,6000.0,0,187.15,Northern-Irl
2011,853,1279,4.0,RENT,Low,36000,1,4800,36months,debt_consolidation,High,1,14.79,C,5.23,1867,1126.59,211,165.91,Northern-Irl
2013,31,31,10.0,MORTGAGE,Low,95000,1,20000,36months,debt_consolidation,Low,1,12.85,B,24.85,16139,12465.59,0,672.44,ulster
2013,61,365,6.0,RENT,Low,91000,1,23500,36months,debt_consolidation,High,0,19.2,D,12.9,28100000000,23500.0,0,863.8,ulster
2010,1127,761,3.0,RENT,Low,74500,1,6000,36months,small_business,Low,0,9.99,B,17.09,6965,6000.0,0,193.58,cannught
2013,153,31,8.0,MORTGAGE,Medium,110000,2,35000,36months,debt_consolidation,High,0,15.22,C,26.24,34078,25796.72,0,1217.07,leinster
2013,92,761,10.0,OWN,Medium,115000,2,20000,36months,debt_consolidation,Low,0,12.99,B,19.3,20429,20000.0,0,673.79,leinster
2013,61,0,10.0,MORTGAGE,Low,82000,1,16000,36months,debt_consolidation,Low,0,8.9,A,20.96,13206,11118.47,0,508.06,leinster
2013,153,122,1.0,MORTGAGE,Low,65000,1,6500,36months,home_improvement,Low,0,6.03,A,13.0,7048,6500.0,0,197.84,Northern-Irl
2013,61,396,10.0,MORTGAGE,Low,55000,1,12000,36months,credit_card,Low,0,11.99,B,14.86,13334,12000.0,0,398.52,leinster
2013,61,0,7.0,OWN,Medium,167000,2,24000,36months,credit_card,Low,0,6.03,A,12.28,18991,16893.06,0,730.46,munster
2013,61,0,6.0,RENT,Low,84175,1,17600,36months,debt_consolidation,Low,0,9.67,B,25.5,14167,11672.87,0,565.18,ulster
2013,31,0,6.05,MORTGAGE,Low,70000,1,6000,36months,medical,High,0,23.4,E,18.01,5604,3522.97,0,233.52,Northern-Irl
2009,1583,1370,2.0,MORTGAGE,Low,39600,1,5000,36months,debt_consolidation,Low,0,12.53,B,2.97,5986,5000.0,0,167.34,munster
2013,92,92,10.0,MORTGAGE,Low,90000,1,23850,60months,debt_consolidation,High,1,24.5,F,22.64,14658,5029.0,0,693.06,leinster
2013,92,0,2.0,RENT,Low,68000,1,22000,36months,debt_consolidation,Low,0,10.99,B,17.65,19441,15803.5,0,720.15,leinster
2009,1645,1248,2.0,OWN,Low,65000,1,5600,36months,vacation,Low,0,8.0,A,17.13,6316,5600.0,0,175.49,leinster
2010,1127,214,5.0,RENT,Low,18000,1,3800,60months,debt_consolidation,Low,0,12.98,C,17.47,5140000000,3800.0,0,86.43,cannught
2013,92,0,6.05,RENT,Low,25000,1,6400,36months,debt_consolidation,Low,0,11.99,B,11.33,5739,4579.43,0,212.55,Northern-Irl
2010,1188,1583,1.0,RENT,Low,27000,1,5000,36months,car,Low,0,7.88,A,2.0,5316,5000.0,0,156.41,ulster
2010,1157,1645,4.0,MORTGAGE,Low,40000,1,1800,60months,other,High,0,15.57,D,16.47,1958,1800.0,0,43.37,cannught
2013,31,214,6.05,MORTGAGE,Low,33420,1,6250,36months,debt_consolidation,High,0,16.2,C,15.94,7484,6249.95,0,220.35,cannught
2011,945,365,10.0,MORTGAGE,Medium,119153,2,4000,60months,car,High,0,17.99,E,8.06,5892157457,4000.0,0,101.56,Northern-Irl
2009,1767,2252,3.0,RENT,Medium,105000,2,7000,36months,credit_card,Low,0,9.63,A,3.19,7284,7000.0,0,224.66,leinster
2013,153,761,10.0,MORTGAGE,Low,75000,1,24000,36months,credit_card,Low,0,10.64,B,21.36,24821,24000.0,0,781.65,ulster
2009,1736,1918,0.5,OWN,Low,92000,1,12000,36months,small_business,High,1,14.11,D,7.63,7692,5368.87,301,410.75,ulster
2013,92,487,4.0,RENT,Low,25000,1,8325,36months,credit_card,High,1,13.67,B,31.39,4000,2191.53,870,283.2,cannught
2011,884,0,1.0,MORTGAGE,Medium,127000,2,30000,60months,debt_consolidation,High,1,19.69,E,17.76,38920,21558.61,0,789.66,Northern-Irl
2013,61,0,3.0,RENT,Low,45000,1,4800,36months,debt_consolidation,High,0,15.61,C,22.43,4364,3235.86,0,167.84,leinster
2013,61,426,10.0,RENT,Low,50000,1,16000,36months,debt_consolidation,High,1,20.2,D,16.92,7154,4307.08,0,596.25,cannught
2011,792,396,7.0,RENT,Low,38000,1,13000,36months,credit_card,Low,0,12.42,B,7.77,1563440954,13000.0,0,434.4,ulster
2013,31,31,10.0,RENT,Low,27000,1,5000,36months,debt_consolidation,High,0,16.99,D,20.22,4278,3045.55,0,178.24,Northern-Irl
2013,31,0,6.05,RENT,Low,14100,1,3750,36months,debt_consolidation,High,0,13.67,B,8.68,3189,2438.18,0,127.57,cannught
2013,153,0,8.0,MORTGAGE,Low,55000,1,24375,60months,credit_card,High,0,15.88,C,14.16,17138,9418.25,0,591.2,ulster
2013,61,0,3.0,RENT,Low,55000,1,9600,36months,renewable_energy,High,0,24.08,F,11.94,9802,6214.04,0,377.04,ulster
2013,31,31,0.5,RENT,Medium,140000,2,11925,36months,debt_consolidation,Low,0,8.9,A,9.8,1340564001,11925.0,0,378.66,ulster
2013,92,0,10.0,MORTGAGE,Low,90000,1,5000,36months,other,High,0,17.1,C,9.87,4641,3347.18,0,178.52,Northern-Irl
2013,61,31,6.05,RENT,Low,70000,1,19075,36months,debt_consolidation,High,1,14.3,C,30.32,15292,11236.12,0,654.73,leinster
2011,762,822,10.0,RENT,Low,55000,1,9600,36months,debt_consolidation,Low,1,7.51,A,27.34,7120,5595.77,565,298.67,ulster
2013,61,245,10.0,MORTGAGE,Low,52200,1,9500,36months,debt_consolidation,Low,0,12.99,B,15.26,1099389396,9500.0,0,320.05,ulster
2008,2192,2709,2.0,RENT,Low,43000,1,16000,36months,debt_consolidation,Low,0,12.99,D,14.82,17128,16000.0,0,539.03,Northern-Irl
2009,1553,1187,1.0,RENT,Low,74000,1,4900,36months,debt_consolidation,Low,0,12.87,C,5.98,5932,4900.0,0,164.81,Northern-Irl
2010,1218,1767,2.0,RENT,Low,48000,1,10000,60months,other,High,1,15.21,D,11.25,1619,575.37,425,239.01,Northern-Irl
2013,31,671,10.0,RENT,Low,75000,1,10800,36months,debt_consolidation,High,0,13.98,C,12.27,111685896,10800.0,0,369.02,leinster
2013,153,0,5.0,RENT,Low,35000,1,6000,36months,credit_card,Low,0,12.35,B,5.83,5806,4652.4,0,200.3,Northern-Irl
2013,122,0,10.0,MORTGAGE,Medium,150000,2,10000,36months,debt_consolidation,Low,0,11.55,B,29.05,9238,7469.52,0,330.0,Northern-Irl
2013,61,761,4.0,RENT,Medium,120000,2,22000,60months,debt_consolidation,High,0,16.2,C,16.98,22297,22000.0,0,537.34,cannught
2013,122,334,0.5,RENT,Medium,120000,2,20000,36months,debt_consolidation,Low,0,12.35,B,12.99,22866,20000.0,0,667.64,Northern-Irl
2013,92,153,8.0,RENT,Medium,160000,2,13200,60months,medical,High,0,23.7,F,13.72,1844281091,13200.0,0,377.45,munster
2013,153,0,10.0,OWN,Low,80000,1,7500,36months,debt_consolidation,High,0,16.78,C,8.1,7727,5732.07,0,266.58,cannught
2010,1218,852,10.0,MORTGAGE,Low,64000,1,15000,36months,debt_consolidation,Low,0,13.23,C,22.69,18252,14999.99,0,507.08,Northern-Irl
2013,31,518,9.0,MORTGAGE,Low,68000,1,16000,36months,debt_consolidation,Low,1,12.99,B,27.74,4312,3039.96,0,539.03,ulster
2013,92,0,10.0,MORTGAGE,Low,85000,1,2500,36months,debt_consolidation,High,0,19.2,D,32.91,2481,1735.31,0,91.9,Northern-Irl
2013,122,822,10.0,MORTGAGE,Low,84500,1,16000,36months,debt_consolidation,Low,0,11.99,B,28.0,16160,16000.0,0,531.36,Northern-Irl
2013,92,640,10.0,RENT,Low,53456,1,17325,60months,debt_consolidation,High,1,23.7,F,34.03,5336,965.07,2366,495.4,ulster
2011,1006,640,10.0,RENT,Low,48192,1,2000,36months,other,Low,0,7.66,A,13.77,2243298417,2000.0,0,62.36,Northern-Irl
2011,884,0,3.0,RENT,Medium,192000,2,8000,60months,medical,Low,0,10.99,B,0.22,9017,6647.64,0,173.9,Northern-Irl
2011,853,31,7.0,OWN,Low,60000,1,14800,60months,debt_consolidation,High,0,13.49,C,8.82,17004,11585.35,0,340.47,Northern-Irl
2011,1065,761,10.0,MORTGAGE,Low,84000,1,10000,60months,small_business,High,0,17.14,E,14.29,13773,10000.0,0,249.28,Northern-Irl
2013,92,275,10.0,MORTGAGE,Medium,110000,2,35000,36months,credit_card,Low,0,11.99,B,8.96,4011679775,35000.0,0,1162.34,Northern-Irl
2013,31,122,10.0,MORTGAGE,Low,70000,1,18000,36months,debt_consolidation,Low,0,6.03,A,24.57,1940624938,18000.0,0,547.84,munster
2011,976,610,3.0,RENT,Low,32000,1,4800,36months,vacation,High,0,16.49,D,22.58,611538998,4800.0,0,169.92,Northern-Irl
2013,122,275,2.0,MORTGAGE,Low,60000,1,15900,60months,debt_consolidation,High,0,22.2,E,18.12,2099459821,15900.0,0,440.96,leinster
2013,61,730,10.0,MORTGAGE,Low,90000,1,22000,36months,credit_card,Low,0,11.99,B,21.96,22435,22000.0,0,730.61,ulster
2011,976,1217,4.0,MORTGAGE,Low,26004,1,5000,36months,debt_consolidation,Low,0,7.49,A,20.49,5402,5000.0,0,155.51,munster
2013,153,153,10.0,RENT,Low,55885,1,4500,36months,debt_consolidation,Low,1,7.9,A,21.49,3379,2879.84,0,140.81,Northern-Irl
2011,853,487,1.0,RENT,Low,72000,1,10000,36months,debt_consolidation,High,0,15.99,D,6.53,1264278844,10000.0,0,351.53,Northern-Irl
2013,31,0,2.0,MORTGAGE,Low,60000,1,17425,60months,other,High,0,19.97,D,23.32,11534,5260.2,0,461.37,Northern-Irl
2013,153,122,10.0,MORTGAGE,Low,61000,1,13000,60months,credit_card,High,0,14.33,C,19.36,16338,13000.0,0,304.72,cannught
2010,1157,761,6.05,MORTGAGE,Low,44000,1,3600,36months,car,Low,0,5.79,A,17.04,3929,3600.0,0,109.18,cannught
2013,31,61,0.5,MORTGAGE,Low,100000,1,30000,36months,credit_card,Low,0,9.67,B,10.78,33929,30000.0,0,963.38,ulster
2011,792,699,10.0,MORTGAGE,Low,63150,1,12000,36months,debt_consolidation,Low,0,9.91,B,6.69,1375641199,12000.0,0,386.7,cannught
2013,61,640,5.0,MORTGAGE,Low,97352,1,15600,60months,debt_consolidation,High,0,20.2,D,3.19,1688605621,15600.0,0,415.05,cannught
2009,1522,2071,1.0,RENT,Low,42000,1,11975,36months,wedding,Low,0,12.53,B,22.74,12681,11975.0,0,400.76,ulster
2013,31,640,5.0,RENT,Low,21000,1,6075,36months,debt_consolidation,High,1,17.1,C,34.46,1652,532.51,784,216.9,ulster
2013,61,184,10.0,OWN,Low,36376,1,7925,36months,debt_consolidation,High,0,17.1,C,6.83,9731,7924.98,0,282.95,cannught
2013,61,0,10.0,MORTGAGE,Low,57000,1,8800,36months,credit_card,Low,0,7.9,A,10.27,7159,6143.75,0,275.36,cannught
2009,1492,1736,4.0,MORTGAGE,Low,65000,1,7500,36months,major_purchase,Low,0,8.59,A,19.88,8196,7500.0,0,237.08,munster
2013,92,0,4.0,MORTGAGE,Low,75000,1,8800,36months,debt_consolidation,High,0,14.3,C,17.86,8154,6235.64,0,302.05,cannught
2011,976,610,3.0,RENT,Low,45000,1,3000,36months,credit_card,Low,0,11.99,B,15.09,3586444893,3000.0,0,99.63,ulster
2013,31,0,2.0,MORTGAGE,Low,42000,1,18000,36months,debt_consolidation,Low,0,7.9,A,10.83,14079,12041.37,0,563.23,ulster
